Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_393,c_12,c_2,m_2,-,Unknown,Unknown
model_394,c_5,c_2,c_4,c_12,Unknown,Unknown
model_395,c_12,c_4,c_6,c_11,Unknown,Unknown
model_396,c_7,c_3,c_6,c_11,Unknown,Unknown
model_397,c_4,c_7,c_8,c_11,Unknown,Unknown
model_398,c_4,m_1,c_7,c_5,Unknown,Unknown
model_399,c_12,c_2,c_5,c_7,Unknown,Unknown
model_400,c_5,c_9,c_5,c_10,Unknown,Unknown
model_401,c_11,m_2,m_1,c_1,Unknown,Unknown
model_402,c_2,c_6,s,-,Unknown,Unknown
model_403,c_11,c_10,c_4,m_1,Unknown,Unknown
model_404,c_11,m_2,c_12,c_1,Unknown,Unknown
model_405,c_2,c_1,c_1,c_3,Unknown,Unknown
model_406,c_7,m_1,c_9,c_10,Unknown,Unknown
model_407,c_10,c_12,c_2,c_9,Unknown,Unknown
model_408,c_7,c_7,c_12,c_7,Unknown,Unknown
model_409,c_6,c_12,m_3,c_1,Unknown,Unknown
model_410,c_11,c_6,c_4,c_3,Unknown,Unknown
model_411,c_2,c_9,c_1,c_1,Unknown,Unknown
model_412,c_9,m_1,m_1,m_2,Unknown,Unknown
model_413,c_11,m_2,c_11,c_12,Unknown,Unknown
model_414,c_2,m_2,s,-,Unknown,Unknown
model_415,c_8,c_5,c_8,c_9,Unknown,Unknown
model_416,c_2,c_12,c_2,c_8,Unknown,Unknown
model_417,c_11,c_6,m_2,c_5,Unknown,Unknown
model_418,m_2,c_8,c_7,c_1,Unknown,Unknown
model_419,c_11,c_6,c_3,c_3,Unknown,Unknown
model_420,c_2,c_10,m_1,m_1,Unknown,Unknown
model_421,c_10,c_1,c_4,c_11,Unknown,Unknown
model_422,c_3,c_7,c_2,c_11,Unknown,Unknown
model_423,c_1,c_6,c_4,c_11,Unknown,Unknown
model_424,c_5,c_9,m_1,m_3,Unknown,Unknown
model_425,c_1,c_8,c_9,c_5,Unknown,Unknown
model_426,c_12,c_9,c_12,c_11,Unknown,Unknown
model_427,c_12,c_7,c_1,c_1,Unknown,Unknown
model_428,c_7,c_8,c_11,m_2,Unknown,Unknown
model_429,c_2,c_9,c_10,c_6,Unknown,Unknown
model_430,c_4,c_1,m_2,c_4,Unknown,Unknown
model_431,s,-,-,-,Unknown,Unknown
model_432,c_4,c_8,c_4,c_1,Unknown,Unknown
model_433,c_4,c_9,c_4,c_12,Unknown,Unknown
model_434,c_7,c_6,c_3,c_10,Unknown,Unknown
model_435,c_10,c_1,c_1,c_9,Unknown,Unknown
model_436,c_4,c_5,c_3,c_11,Unknown,Unknown
model_437,m_3,m_2,C_8,c_8,Unknown,Unknown
model_438,m_2,c_9,c_12,m_3,Unknown,Unknown
model_439,c_2,c_1,c_5,m_3,Unknown,Unknown
model_440,c_5,m_1,c_4,s,Unknown,Unknown
model_441,c_9,c_4,c_1,m_1,Unknown,Unknown
model_442,c_12,c_7,c_8,c_1,Unknown,Unknown
model_443,c_10,c_5,c_12,c_1,Unknown,Unknown
model_444,c_6,c_4,s,-,Unknown,Unknown
model_445,c_2,c_4,c_5,m_2,Unknown,Unknown
model_446,c_4,c_7,m_3,c_5,Unknown,Unknown
model_447,c_11,c_2,c_8,c_10,Unknown,Unknown
model_448,c_8,m_1,c_9,c_2,Unknown,Unknown
model_449,c_5,c_7,c_10,s,Unknown,Unknown
model_450,c_6,c_10,c_1,c_7,Unknown,Unknown
model_451,c_4,m_2,c_8,m_3,Unknown,Unknown
model_452,c_12,c_6,s,-,Unknown,Unknown
model_453,c_9,c_1,c_10,m_2,Unknown,Unknown
model_454,c_4,c_5,c_12,c_1,Unknown,Unknown
model_455,c_4,c_10,c_10,m_1,Unknown,Unknown
model_456,c_1,c_3,s,-,Unknown,Unknown
model_457,c_11,c_1,c_5,c_12,Unknown,Unknown
model_458,c_5,c_3,c_11,c_3,Unknown,Unknown
model_459,c_7,c_10,c_1,c_2,Unknown,Unknown
model_460,m_3,c_2,c_3,c_6,Unknown,Unknown
model_461,c_1,c_1,m_1,m_3,Unknown,Unknown
model_462,c_4,c_5,c_12,s,Unknown,Unknown
model_463,c_7,c_11,c_5,c_2,Unknown,Unknown
model_464,c_10,c_1,c_11,c_6,Unknown,Unknown
model_465,c_9,m_2,c_8,m_1,Unknown,Unknown
model_466,c_3,m_2,c_2,c_11,Unknown,Unknown
model_467,c_11,c_9,m_2,c_7,Unknown,Unknown
model_468,c_9,m_2,c_12,c_8,Unknown,Unknown
model_469,c_3,c_11,c_10,c_3,Unknown,Unknown
model_470,c_10,c_1,c_2,c_8,Unknown,Unknown
model_471,c_2,m_3,c_4,c_10,Unknown,Unknown
model_472,c_9,c_12,c_9,c_6,Unknown,Unknown
model_473,c_8,c_10,c_2,c_11,Unknown,Unknown
model_474,c_7,c_5,c_4,c_10,Unknown,Unknown
model_475,c_2,c_8,c_11,m_2,Unknown,Unknown
model_476,c_3,c_10,c_12,c_5,Unknown,Unknown
model_477,c_1,c_11,c_8,c_8,Unknown,Unknown
model_478,c_8,c_10,s,-,Unknown,Unknown
model_479,c_6,c_12,c_9,c_1,Unknown,Unknown
model_480,m_2,c_7,c_9,c_7,Unknown,Unknown
model_481,c_11,c_6,c_12,c_2,Unknown,Unknown
model_482,c_3,c_4,c_1,c_9,Unknown,Unknown
model_483,c_5,c_3,c_2,m_3,Unknown,Unknown
model_484,c_5,c_4,m_2,m_2,Unknown,Unknown
model_485,c_10,m_2,c_12,c_6,Unknown,Unknown
model_486,c_4,c_5,c_9,s,Unknown,Unknown
model_487,c_7,c_9,c_8,c_2,Unknown,Unknown
model_488,c_5,c_6,c_5,c_10,Unknown,Unknown
model_489,c_7,c_9,c_11,c_6,Unknown,Unknown
model_490,c_7,c_10,c_5,c_5,Unknown,Unknown
model_491,c_10,m_2,c_11,c_3,Unknown,Unknown
model_492,c_8,c_1,c_10,c_2,Unknown,Unknown
model_493,c_7,c_7,c_4,c_1,Unknown,Unknown
model_494,c_1,c_1,c_10,c_9,Unknown,Unknown
model_495,c_1,c_6,c_4,c_3,Unknown,Unknown
model_496,c_3,c_8,c_5,-,Unknown,Unknown
model_497,c_4,c_6,c_8,c_2,Unknown,Unknown
model_498,c_3,m_3,c_11,c_10,Unknown,Unknown
model_499,c_9,c_8,s,-,Unknown,Unknown
model_500,c_3,c_11,c_12,m_2,Unknown,Unknown
