Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_1309,c_7,c_10,m_3,c_1,Unknown,Unknown
model_1310,c_9,m_2,c_8,m_3,Unknown,Unknown
model_1311,c_8,s,-,-,Unknown,Unknown
model_1312,c_6,c_3,c_11,c_10,Unknown,Unknown
model_1313,c_5,c_3,c_5,c_6,Unknown,Unknown
model_1314,c_4,c_9,m_2,c_1,Unknown,Unknown
model_1315,c_6,c_4,s,-,Unknown,Unknown
model_1316,c_6,c_12,c_2,c_9,Unknown,Unknown
model_1317,c_6,m_2,m_2,c_9,Unknown,Unknown
model_1318,c_4,c_9,m_3,c_5,Unknown,Unknown
model_1319,c_9,c_7,c_9,c_11,Unknown,Unknown
model_1320,c_6,c_7,c_10,c_5,Unknown,Unknown
model_1321,c_4,c_3,c_12,c_5,Unknown,Unknown
model_1322,c_8,m_1,s,-,Unknown,Unknown
model_1323,c_9,m_3,c_5,c_2,Unknown,Unknown
model_1324,c_4,c_12,m_3,c_5,Unknown,Unknown
model_1325,c_2,m_2,c_6,c_6,Unknown,Unknown
model_1326,c_12,c_6,c_3,c_3,Unknown,Unknown
model_1327,c_9,c_7,c_3,c_7,Unknown,Unknown
model_1328,c_10,c_7,m_3,c_10,Unknown,Unknown
model_1329,c_9,c_2,c_7,c_7,Unknown,Unknown
model_1330,c_1,s,-,-,Unknown,Unknown
model_1331,c_7,m_2,m_2,c_2,Unknown,Unknown
model_1332,c_6,c_6,c_11,c_10,Unknown,Unknown
model_1333,c_5,c_1,c_11,m_1,Unknown,Unknown
model_1334,c_2,c_8,c_6,c_9,Unknown,Unknown
model_1335,c_12,m_3,c_1,c_8,Unknown,Unknown
model_1336,c_3,c_1,m_2,c_6,Unknown,Unknown
model_1337,c_10,c_5,c_7,c_1,Unknown,Unknown
model_1338,c_7,c_1,m_2,c_4,Unknown,Unknown
model_1339,c_5,c_8,c_11,c_5,Unknown,Unknown
model_1340,c_6,c_9,c_1,m_2,Unknown,Unknown
model_1341,c_11,c_8,c_1,c_10,Unknown,Unknown
model_1342,c_2,m_1,c_1,c_11,Unknown,Unknown
model_1343,c_4,c_2,c_8,m_3,Unknown,Unknown
model_1344,c_10,m_2,c_4,s,Unknown,Unknown
model_1345,c_11,c_6,c_6,s,Unknown,Unknown
model_1346,c_8,c_6,c_2,m_3,Unknown,Unknown
model_1347,c_1,m_2,c_12,c_8,Unknown,Unknown
model_1348,c_2,c_2,c_11,c_2,Unknown,Unknown
model_1349,m_1,c_12,m_2,m_1,Unknown,Unknown
model_1350,c_5,m_3,m_3,c_8,Unknown,Unknown
model_1351,c_3,c_1,c_11,m_2,Unknown,Unknown
model_1352,c_2,c_2,c_1,c_8,Unknown,Unknown
model_1353,c_6,c_9,c_5,c_2,Unknown,Unknown
model_1354,c_10,c_10,c_11,c_7,Unknown,Unknown
model_1355,c_10,c_12,c_2,c_7,Unknown,Unknown
model_1356,c_11,c_12,c_1,m_1,Unknown,Unknown
model_1357,c_7,c_2,c_5,c_7,Unknown,Unknown
model_1358,c_10,c_1,m_2,m_3,Unknown,Unknown
model_1359,c_3,c_2,m_3,c_10,Unknown,Unknown
model_1360,c_12,c_7,c_5,c_8,Unknown,Unknown
model_1361,c_8,m_2,c_5,c_12,Unknown,Unknown
model_1362,c_6,c_12,c_3,c_3,Unknown,Unknown
model_1363,c_4,c_4,c_3,c_11,Unknown,Unknown
model_1364,c_2,c_10,c_1,c_1,Unknown,Unknown
model_1365,c_8,c_12,m_3,m_3,Unknown,Unknown
model_1366,c_6,c_12,c_7,c_12,Unknown,Unknown
model_1367,c_3,c_4,c_6,c_11,Unknown,Unknown
model_1368,c_10,c_9,m_2,c_10,Unknown,Unknown
model_1369,c_12,c_5,m_3,c_5,Unknown,Unknown
model_1370,c_11,m_1,c_2,c_12,Unknown,Unknown
model_1371,c_6,c_8,c_7,m_1,Unknown,Unknown
model_1372,c_7,c_7,c_3,c_9,Unknown,Unknown
model_1373,c_3,c_10,c_5,c_11,Unknown,Unknown
model_1374,c_6,c_3,c_3,c_7,Unknown,Unknown
model_1375,c_4,c_11,m_2,c_12,Unknown,Unknown
model_1376,c_1,m_3,c_6,c_3,Unknown,Unknown
model_1377,c_7,c_2,c_8,c_5,Unknown,Unknown
model_1378,c_7,c_1,c_1,c_3,Unknown,Unknown
model_1379,c_6,c_11,c_12,c_5,Unknown,Unknown
model_1380,c_7,m_3,c_5,c_3,Unknown,Unknown
model_1381,c_2,c_9,c_6,m_3,Unknown,Unknown
model_1382,c_5,c_10,c_6,c_10,Unknown,Unknown
model_1383,c_4,c_5,s,-,Unknown,Unknown
model_1384,c_7,c_10,m_3,c_7,Unknown,Unknown
model_1385,c_3,c_8,c_3,c_2,Unknown,Unknown
model_1386,c_10,m_2,c_8,c_9,Unknown,Unknown
model_1387,c_2,c_5,m_2,c_4,Unknown,Unknown
model_1388,c_9,c_9,c_9,c_3,Unknown,Unknown
model_1389,c_6,c_9,c_12,c_5,Unknown,Unknown
model_1390,c_2,c_10,c_3,c_9,Unknown,Unknown
model_1391,c_9,c_8,c_7,m_1,Unknown,Unknown
model_1392,c_5,c_11,m_1,c_11,Unknown,Unknown
model_1393,m_2,c_3,c_11,c_3,Unknown,Unknown
model_1394,c_12,c_3,m_2,c_4,Unknown,Unknown
model_1395,c_3,s,-,-,Unknown,Unknown
model_1396,c_7,c_3,c_4,c_10,Unknown,Unknown
model_1397,c_4,c_12,c_4,c_4,Unknown,Unknown
model_1398,c_6,m_1,s,-,Unknown,Unknown
model_1399,c_3,c_11,c_11,c_3,Unknown,Unknown
model_1400,c_7,m_3,c_5,c_7,Unknown,Unknown
model_1401,m_1,c_7,c_12,c_8,Unknown,Unknown
model_1402,c_3,c_10,c_10,m_1,Unknown,Unknown
model_1403,c_12,c_7,c_6,c_10,Unknown,Unknown
model_1404,c_6,c_11,c_8,c_8,Unknown,Unknown
model_1405,m_2,c_11,c_4,m_1,Unknown,Unknown
model_1406,c_2,m_1,c_8,c_9,Unknown,Unknown
model_1407,c_8,c_9,c_4,c_9,Unknown,Unknown
model_1408,c_7,c_6,c_2,m_2,Unknown,Unknown
model_1409,c_9,c_9,m_1,c_1,Unknown,Unknown
model_1410,c_5,m_2,c_2,c_7,Unknown,Unknown
model_1411,c_5,c_1,m_3,m_1,Unknown,Unknown
model_1412,c_3,c_8,c_1,c_8,Unknown,Unknown
model_1413,c_5,c_1,c_11,c_12,Unknown,Unknown
model_1414,c_9,c_5,c_6,c_9,Unknown,Unknown
model_1415,c_1,c_2,m_2,c_2,Unknown,Unknown
model_1416,m_3,c_4,c_8,c_12,Unknown,Unknown
model_1417,c_12,c_6,s,-,Unknown,Unknown
model_1418,c_9,c_6,m_3,s,Unknown,Unknown
model_1419,c_1,m_2,c_5,m_3,Unknown,Unknown
model_1420,c_5,c_6,c_1,c_2,Unknown,Unknown
model_1421,c_6,c_10,c_12,c_2,Unknown,Unknown
model_1422,c_2,c_9,c_9,s,Unknown,Unknown
model_1423,m_2,c_7,c_5,c_11,Unknown,Unknown
model_1424,c_7,c_9,c_7,c_8,Unknown,Unknown
model_1425,c_11,c_6,m_2,c_2,Unknown,Unknown
model_1426,c_3,c_11,c_4,m_1,Unknown,Unknown
model_1427,c_5,c_11,c_9,c_4,Unknown,Unknown
model_1428,c_9,c_5,m_1,m_3,Unknown,Unknown
model_1429,c_1,c_6,c_1,m_2,Unknown,Unknown
model_1430,c_6,m_1,m_3,c_1,Unknown,Unknown
model_1431,c_8,c_1,s,-,Unknown,Unknown
model_1432,c_10,c_7,s,-,Unknown,Unknown
model_1433,c_11,m_2,c_6,c_5,Unknown,Unknown
model_1434,c_11,c_11,m_3,s,Unknown,Unknown
model_1435,c_8,m_1,c_3,c_2,Unknown,Unknown
model_1436,c_10,c_12,s,-,Unknown,Unknown
model_1437,c_11,c_11,c_7,m_3,Unknown,Unknown
model_1438,c_2,c_9,c_7,m_1,Unknown,Unknown
model_1439,c_7,c_4,s,-,Unknown,Unknown
model_1440,c_7,m_3,c_1,c_2,Unknown,Unknown
model_1441,c_3,c_7,c_2,c_7,Unknown,Unknown
model_1442,c_11,m_3,c_3,c_9,Unknown,Unknown
model_1443,c_4,c_2,c_6,c_12,Unknown,Unknown
model_1444,c_7,c_10,c_12,c_7,Unknown,Unknown
model_1445,c_1,c_5,c_7,m_3,Unknown,Unknown
model_1446,c_8,c_6,c_8,c_7,Unknown,Unknown
model_1447,c_4,c_5,m_1,c_12,Unknown,Unknown
model_1448,c_10,c_6,c_8,c_7,Unknown,Unknown
model_1449,c_3,c_8,m_1,c_1,Unknown,Unknown
model_1450,c_12,c_3,c_2,c_2,Unknown,Unknown
model_1451,c_7,c_8,c_11,c_2,Unknown,Unknown
model_1452,c_4,c_8,m_3,-,Unknown,Unknown
model_1453,m_3,c_2,c_5,-,Unknown,Unknown
model_1454,c_9,c_9,c_12,c_7,Unknown,Unknown
model_1455,c_1,m_2,c_8,c_1,Unknown,Unknown
model_1456,c_2,c_3,s,-,Unknown,Unknown
model_1457,c_2,c_8,c_3,m_3,Unknown,Unknown
model_1458,c_9,m_2,c_7,c_4,Unknown,Unknown
model_1459,c_2,c_7,c_12,c_6,Unknown,Unknown
model_1460,c_10,m_2,s,-,Unknown,Unknown
model_1461,c_3,m_1,c_7,c_9,Unknown,Unknown
model_1462,c_2,c_1,m_2,c_8,Unknown,Unknown
model_1463,c_5,c_2,c_5,c_9,Unknown,Unknown
model_1464,c_9,c_12,c_9,c_11,Unknown,Unknown
model_1465,c_7,c_10,c_3,m_1,Unknown,Unknown
model_1466,c_10,c_11,c_1,c_10,Unknown,Unknown
model_1467,c_12,m_1,m_1,c_11,Unknown,Unknown
model_1468,c_12,c_2,c_7,s,Unknown,Unknown
model_1469,c_3,c_11,c_10,c_11,Unknown,Unknown
model_1470,c_1,c_5,c_6,c_10,Unknown,Unknown
model_1471,c_11,m_2,m_2,c_10,Unknown,Unknown
model_1472,c_1,m_1,c_8,m_3,Unknown,Unknown
model_1473,c_5,c_3,m_1,c_9,Unknown,Unknown
model_1474,c_5,c_7,s,-,Unknown,Unknown
model_1475,c_10,m_1,c_5,s,Unknown,Unknown
model_1476,c_7,c_3,c_4,c_1,Unknown,Unknown
model_1477,c_12,c_1,c_5,c_6,Unknown,Unknown
model_1478,c_3,m_3,c_10,c_4,Unknown,Unknown
model_1479,c_10,m_1,s,-,Unknown,Unknown
model_1480,c_9,c_10,c_8,c_11,Unknown,Unknown
model_1481,c_12,c_3,m_3,c_12,Unknown,Unknown
model_1482,c_1,c_8,c_5,c_11,Unknown,Unknown
model_1483,c_2,c_6,c_9,c_4,Unknown,Unknown
model_1484,c_4,c_6,m_1,c_11,Unknown,Unknown
model_1485,c_7,c_6,m_3,c_12,Unknown,Unknown
model_1486,c_7,c_1,c_3,c_3,Unknown,Unknown
model_1487,c_7,c_10,c_10,c_11,Unknown,Unknown
model_1488,c_3,c_3,c_3,m_1,Unknown,Unknown
model_1489,c_11,c_7,c_4,c_10,Unknown,Unknown
model_1490,c_1,c_6,s,-,Unknown,Unknown
model_1491,c_5,c_11,c_11,c_4,Unknown,Unknown
model_1492,m_3,c_9,c_11,s,Unknown,Unknown
model_1493,c_6,c_8,c_7,c_2,Unknown,Unknown
model_1494,c_11,c_7,c_7,s,Unknown,Unknown
model_1495,c_5,m_3,c_8,c_6,Unknown,Unknown
model_1496,c_4,c_4,m_2,c_4,Unknown,Unknown
model_1497,c_5,c_12,c_12,c_12,Unknown,Unknown
model_1498,c_10,m_1,c_9,c_11,Unknown,Unknown
model_1499,c_5,c_7,c_3,c_6,Unknown,Unknown
model_1500,c_8,c_3,c_9,m_2,Unknown,Unknown
