Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_984,c_1,c_2,c_12,c_12,Unknown,Unknown
model_985,c_9,c_7,c_12,c_7,Unknown,Unknown
model_986,c_7,c_7,c_6,c_12,Unknown,Unknown
model_987,c_11,m_2,c_12,c_4,Unknown,Unknown
model_988,c_1,m_1,c_10,c_5,Unknown,Unknown
model_989,m_2,c_7,c_7,c_8,Unknown,Unknown
model_990,c_11,c_7,c_1,c_2,Unknown,Unknown
model_991,c_2,m_1,c_12,c_5,Unknown,Unknown
model_992,c_11,c_8,c_9,c_8,Unknown,Unknown
model_993,c_7,c_7,c_3,c_10,Unknown,Unknown
model_994,c_1,m_3,c_12,-,Unknown,Unknown
model_995,c_12,c_5,c_8,c_4,Unknown,Unknown
model_996,c_3,m_3,c_4,c_1,Unknown,Unknown
model_997,c_10,c_11,s,-,Unknown,Unknown
model_998,c_6,c_7,s,-,Unknown,Unknown
model_999,c_8,c_6,m_2,c_9,Unknown,Unknown
model_1000,c_1,c_9,c_1,m_3,Unknown,Unknown
