Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_210,c_6,c_4,c_7,m_2,Unknown,Unknown
model_211,c_10,c_9,c_10,c_6,Unknown,Unknown
model_212,c_4,c_5,c_9,c_9,Unknown,Unknown
model_213,c_9,c_7,c_10,c_5,Unknown,Unknown
model_214,c_2,m_3,c_7,c_8,Unknown,Unknown
model_215,c_4,c_5,c_2,c_11,Unknown,Unknown
model_216,c_3,c_8,c_6,c_10,Unknown,Unknown
model_217,c_9,c_2,s,-,Unknown,Unknown
model_218,c_5,c_10,c_1,c_10,Unknown,Unknown
model_219,c_7,c_4,c_9,c_6,Unknown,Unknown
model_220,c_1,c_9,c_4,c_11,Unknown,Unknown
model_221,c_5,c_12,c_5,c_1,Unknown,Unknown
model_222,c_1,m_3,c_2,m_3,Unknown,Unknown
model_223,c_11,c_7,m_2,c_10,Unknown,Unknown
model_224,c_11,c_1,s,-,Unknown,Unknown
model_225,c_4,c_2,c_5,c_10,Unknown,Unknown
model_226,c_12,c_9,c_7,c_8,Unknown,Unknown
model_227,c_11,c_1,c_4,c_1,Unknown,Unknown
model_228,c_5,m_2,c_5,m_3,Unknown,Unknown
model_229,c_3,c_8,c_6,c_6,Unknown,Unknown
model_230,c_12,m_2,c_10,s,Unknown,Unknown
model_231,c_3,m_1,c_5,c_6,Unknown,Unknown
model_232,c_2,c_1,c_12,c_6,Unknown,Unknown
model_233,c_9,m_1,c_6,c_11,Unknown,Unknown
model_234,c_11,c_5,c_9,c_12,Unknown,Unknown
model_235,c_7,c_8,c_9,c_11,Unknown,Unknown
model_236,c_4,m_3,c_6,m_1,Unknown,Unknown
model_237,c_6,m_3,c_10,c_1,Unknown,Unknown
model_238,c_4,c_10,c_12,c_10,Unknown,Unknown
model_239,c_10,c_2,c_2,c_4,Unknown,Unknown
model_240,c_11,m_2,m_1,c_5,Unknown,Unknown
model_241,c_1,c_2,c_3,c_12,Unknown,Unknown
model_242,c_12,c_6,m_2,m_3,Unknown,Unknown
model_243,c_5,c_9,c_10,c_11,Unknown,Unknown
model_244,c_5,c_8,c_5,c_11,Unknown,Unknown
model_245,c_9,c_1,c_3,c_1,Unknown,Unknown
model_246,c_2,c_3,m_2,c_8,Unknown,Unknown
model_247,c_5,c_5,c_2,c_6,Unknown,Unknown
model_248,c_5,c_7,s,-,Unknown,Unknown
model_249,c_10,c_4,s,-,Unknown,Unknown
model_250,c_2,s,-,-,Unknown,Unknown
model_251,c_1,c_12,c_10,s,Unknown,Unknown
model_252,c_3,c_2,c_9,c_9,Unknown,Unknown
model_253,c_6,c_12,c_10,c_1,Unknown,Unknown
model_254,c_4,c_4,c_6,c_9,Unknown,Unknown
model_255,c_3,c_10,m_3,c_5,Unknown,Unknown
model_256,c_6,c_6,c_2,c_3,Unknown,Unknown
model_257,c_2,c_11,c_8,s,Unknown,Unknown
model_258,c_1,c_2,c_6,m_2,Unknown,Unknown
model_259,c_3,m_1,m_3,c_6,Unknown,Unknown
model_260,c_10,c_1,c_9,c_4,Unknown,Unknown
model_261,c_5,c_4,c_2,c_7,Unknown,Unknown
model_262,c_8,c_11,c_6,c_11,Unknown,Unknown
model_263,c_7,c_10,c_3,m_2,Unknown,Unknown
model_264,c_7,c_9,c_2,c_7,Unknown,Unknown
model_265,m_3,c_4,c_10,c_10,Unknown,Unknown
model_266,c_4,c_5,c_5,c_1,Unknown,Unknown
model_267,c_4,c_4,c_5,c_2,Unknown,Unknown
model_268,c_3,c_4,s,-,Unknown,Unknown
model_269,c_8,m_1,c_2,c_2,Unknown,Unknown
model_270,c_6,m_3,c_9,c_11,Unknown,Unknown
model_271,c_10,c_10,c_3,m_2,Unknown,Unknown
model_272,c_12,c_11,m_1,c_1,Unknown,Unknown
model_273,c_9,m_3,c_3,c_7,Unknown,Unknown
model_274,c_8,m_3,c_2,c_5,Unknown,Unknown
model_275,c_1,s,-,-,Unknown,Unknown
model_276,c_10,c_10,c_11,c_2,Unknown,Unknown
model_277,c_3,c_6,c_8,c_9,Unknown,Unknown
model_278,c_7,c_9,c_7,c_1,Unknown,Unknown
model_279,c_2,c_2,c_7,c_5,Unknown,Unknown
model_280,c_5,m_2,c_1,c_4,Unknown,Unknown
model_281,c_1,c_6,c_8,m_1,Unknown,Unknown
model_282,c_12,c_10,m_1,c_4,Unknown,Unknown
model_283,c_2,m_1,s,-,Unknown,Unknown
model_284,c_2,c_8,c_8,s,Unknown,Unknown
model_285,c_4,c_5,c_1,m_2,Unknown,Unknown
model_286,c_1,c_5,m_1,m_1,Unknown,Unknown
model_287,c_1,c_3,m_1,-,Unknown,Unknown
model_288,c_9,c_10,s,-,Unknown,Unknown
model_289,c_7,c_9,c_4,c_10,Unknown,Unknown
model_290,c_12,c_3,c_5,c_7,Unknown,Unknown
model_291,c_7,m_2,m_1,s,Unknown,Unknown
model_292,c_11,c_10,m_3,c_6,Unknown,Unknown
model_293,c_8,c_11,s,-,Unknown,Unknown
model_294,c_2,c_4,c_6,s,Unknown,Unknown
model_295,c_9,c_8,c_11,c_12,Unknown,Unknown
model_296,c_9,c_3,c_1,c_7,Unknown,Unknown
model_297,c_1,c_12,c_1,c_5,Unknown,Unknown
model_298,c_3,c_5,c_2,c_4,Unknown,Unknown
model_299,c_8,c_11,m_2,c_1,Unknown,Unknown
