Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_535,c_1,c_2,s,-,Unknown,Unknown
model_536,c_5,c_9,c_3,c_11,Unknown,Unknown
model_537,c_1,c_3,c_2,c_6,Unknown,Unknown
model_538,c_8,c_9,c_4,c_5,Unknown,Unknown
model_539,c_6,m_3,c_7,m_1,Unknown,Unknown
model_540,c_11,m_1,c_1,c_6,Unknown,Unknown
model_541,c_10,c_1,c_12,c_3,Unknown,Unknown
model_542,c_11,m_2,c_1,c_10,Unknown,Unknown
model_543,c_6,m_3,c_4,c_6,Unknown,Unknown
model_544,c_9,c_2,c_6,m_3,Unknown,Unknown
model_545,m_3,c_4,c_4,-,Unknown,Unknown
model_546,c_8,c_2,c_3,c_6,Unknown,Unknown
model_547,c_10,m_1,c_5,c_9,Unknown,Unknown
model_548,c_9,c_10,m_1,c_10,Unknown,Unknown
model_549,c_12,c_6,c_6,c_6,Unknown,Unknown
model_550,c_3,c_7,c_10,m_2,Unknown,Unknown
model_551,c_2,c_8,c_11,c_3,Unknown,Unknown
model_552,c_4,c_5,c_6,c_2,Unknown,Unknown
model_553,c_7,c_3,c_3,s,Unknown,Unknown
model_554,c_8,c_2,c_7,c_7,Unknown,Unknown
model_555,c_4,c_6,c_10,c_8,Unknown,Unknown
model_556,c_6,c_11,m_2,c_7,Unknown,Unknown
model_557,m_3,m_3,c_6,m_1,Unknown,Unknown
model_558,c_8,c_8,c_6,c_4,Unknown,Unknown
model_559,c_8,c_6,c_11,c_3,Unknown,Unknown
model_560,c_9,c_5,c_6,m_2,Unknown,Unknown
model_561,c_4,c_9,c_1,c_4,Unknown,Unknown
model_562,c_3,c_10,c_9,c_12,Unknown,Unknown
model_563,m_2,m_3,c_10,c_4,Unknown,Unknown
model_564,m_3,c_10,c_11,c_11,Unknown,Unknown
model_565,c_7,c_9,c_6,c_2,Unknown,Unknown
model_566,c_4,c_5,c_12,m_3,Unknown,Unknown
model_567,c_9,m_1,c_7,c_10,Unknown,Unknown
model_568,c_1,c_4,c_9,c_7,Unknown,Unknown
model_569,c_11,c_1,m_3,m_1,Unknown,Unknown
model_570,c_2,c_1,c_6,c_3,Unknown,Unknown
model_571,c_10,c_12,c_2,m_2,Unknown,Unknown
model_572,c_6,c_12,c_1,c_8,Unknown,Unknown
model_573,c_2,m_1,c_4,c_3,Unknown,Unknown
model_574,c_11,c_6,c_7,m_3,Unknown,Unknown
model_575,c_10,c_5,c_5,c_6,Unknown,Unknown
model_576,c_4,c_1,c_4,m_1,Unknown,Unknown
model_577,c_10,c_1,c_1,-,Unknown,Unknown
model_578,c_7,c_1,s,-,Unknown,Unknown
model_579,c_5,c_8,c_12,m_3,Unknown,Unknown
model_580,c_7,c_4,c_1,c_12,Unknown,Unknown
model_581,c_4,c_8,c_11,c_5,Unknown,Unknown
model_582,c_6,m_3,c_5,m_3,Unknown,Unknown
model_583,c_10,c_12,c_3,s,Unknown,Unknown
model_584,c_11,c_2,c_7,m_3,Unknown,Unknown
model_585,c_4,c_3,m_3,c_12,Unknown,Unknown
model_586,c_10,c_6,c_10,c_6,Unknown,Unknown
model_587,c_3,c_3,c_9,c_9,Unknown,Unknown
model_588,m_2,c_11,c_5,c_8,Unknown,Unknown
model_589,c_5,c_12,m_3,c_4,Unknown,Unknown
model_590,c_10,c_12,c_1,c_7,Unknown,Unknown
model_591,c_12,c_1,c_10,s,Unknown,Unknown
model_592,m_1,c_3,c_8,s,Unknown,Unknown
model_593,c_1,c_6,c_1,m_3,Unknown,Unknown
model_594,c_10,c_10,c_7,s,Unknown,Unknown
model_595,c_2,c_4,c_3,c_6,Unknown,Unknown
model_596,c_5,c_10,c_6,s,Unknown,Unknown
model_597,c_9,c_11,m_3,c_9,Unknown,Unknown
model_598,c_12,c_6,c_3,s,Unknown,Unknown
model_599,c_12,c_10,c_4,c_1,Unknown,Unknown
model_600,c_9,c_12,c_7,m_2,Unknown,Unknown
model_601,c_8,c_3,c_6,c_4,Unknown,Unknown
model_602,c_2,c_5,m_3,c_8,Unknown,Unknown
model_603,c_3,c_4,c_2,m_2,Unknown,Unknown
model_604,c_6,c_7,c_9,c_8,Unknown,Unknown
model_605,c_7,m_1,c_4,c_1,Unknown,Unknown
model_606,c_1,c_1,m_2,c_8,Unknown,Unknown
model_607,c_4,c_1,c_12,c_9,Unknown,Unknown
model_608,m_2,c_6,s,-,Unknown,Unknown
model_609,c_11,c_8,c_10,m_1,Unknown,Unknown
model_610,c_1,c_5,c_6,c_6,Unknown,Unknown
model_611,c_8,m_2,c_7,c_4,Unknown,Unknown
model_612,c_9,m_2,m_2,c_2,Unknown,Unknown
model_613,c_9,c_4,c_9,c_12,Unknown,Unknown
model_614,m_3,c_10,c_7,c_7,Unknown,Unknown
model_615,c_5,m_2,c_8,c_3,Unknown,Unknown
model_616,c_10,c_12,c_9,c_4,Unknown,Unknown
model_617,c_12,c_5,c_9,s,Unknown,Unknown
model_618,c_8,c_2,c_6,c_6,Unknown,Unknown
model_619,m_3,c_8,c_11,c_4,Unknown,Unknown
model_620,c_4,m_1,m_3,c_4,Unknown,Unknown
model_621,c_2,c_1,c_12,m_1,Unknown,Unknown
model_622,c_2,c_5,c_6,c_9,Unknown,Unknown
model_623,c_6,c_7,c_3,c_10,Unknown,Unknown
model_624,c_7,c_4,c_1,c_7,Unknown,Unknown
model_625,c_10,c_5,c_5,c_4,Unknown,Unknown
model_626,c_6,c_1,c_9,c_8,Unknown,Unknown
model_627,c_8,c_9,c_1,c_9,Unknown,Unknown
model_628,c_3,m_1,c_11,c_4,Unknown,Unknown
model_629,c_5,m_1,c_1,c_12,Unknown,Unknown
model_630,c_1,c_3,m_2,c_11,Unknown,Unknown
model_631,c_8,m_2,c_5,m_2,Unknown,Unknown
model_632,c_4,c_9,m_1,m_2,Unknown,Unknown
model_633,c_3,c_4,m_3,m_1,Unknown,Unknown
model_634,c_11,c_1,c_11,s,Unknown,Unknown
model_635,c_2,c_9,c_5,c_11,Unknown,Unknown
model_636,c_2,c_3,c_3,c_7,Unknown,Unknown
model_637,m_2,m_2,c_9,s,Unknown,Unknown
model_638,c_11,c_5,m_3,c_11,Unknown,Unknown
model_639,c_10,c_5,m_2,c_3,Unknown,Unknown
model_640,c_3,c_2,m_3,c_6,Unknown,Unknown
model_641,c_4,c_9,c_1,c_9,Unknown,Unknown
model_642,c_1,c_8,c_4,c_8,Unknown,Unknown
model_643,c_3,c_5,c_12,c_8,Unknown,Unknown
model_644,c_5,c_11,c_10,c_6,Unknown,Unknown
model_645,c_12,c_2,c_3,m_3,Unknown,Unknown
model_646,c_4,c_5,c_4,c_7,Unknown,Unknown
model_647,c_10,m_2,m_2,m_1,Unknown,Unknown
model_648,c_8,c_6,m_2,c_7,Unknown,Unknown
model_649,c_5,c_8,s,-,Unknown,Unknown
model_650,c_11,c_5,c_7,c_7,Unknown,Unknown
model_651,c_4,m_1,m_2,c_6,Unknown,Unknown
model_652,c_2,m_1,c_11,c_8,Unknown,Unknown
model_653,c_12,c_9,c_10,c_3,Unknown,Unknown
model_654,c_4,c_4,m_3,m_1,Unknown,Unknown
model_655,c_10,c_4,c_2,c_2,Unknown,Unknown
model_656,c_4,c_11,s,-,Unknown,Unknown
model_657,c_3,c_10,c_1,c_9,Unknown,Unknown
model_658,c_2,c_6,m_3,c_1,Unknown,Unknown
model_659,c_8,m_3,c_7,c_7,Unknown,Unknown
model_660,c_11,c_5,c_3,c_12,Unknown,Unknown
model_661,c_12,c_8,s,-,Unknown,Unknown
model_662,c_12,c_2,c_1,c_7,Unknown,Unknown
model_663,c_1,c_9,c_6,c_8,Unknown,Unknown
model_664,c_6,m_1,c_11,c_6,Unknown,Unknown
model_665,c_10,m_1,c_10,c_6,Unknown,Unknown
model_666,c_8,c_4,c_8,c_12,Unknown,Unknown
model_667,c_5,c_2,m_1,c_11,Unknown,Unknown
model_668,m_1,c_7,c_11,c_9,Unknown,Unknown
model_669,c_12,c_10,m_2,c_8,Unknown,Unknown
model_670,c_1,c_12,m_1,c_1,Unknown,Unknown
model_671,c_8,c_8,c_1,c_11,Unknown,Unknown
model_672,c_4,c_1,c_8,c_1,Unknown,Unknown
model_673,c_9,c_2,c_5,m_3,Unknown,Unknown
model_674,c_12,m_3,c_11,c_10,Unknown,Unknown
model_675,c_4,c_4,c_4,c_2,Unknown,Unknown
model_676,c_9,c_2,c_1,c_3,Unknown,Unknown
model_677,c_11,m_3,m_2,c_4,Unknown,Unknown
model_678,c_9,c_8,c_6,m_2,Unknown,Unknown
model_679,c_7,c_5,m_2,c_6,Unknown,Unknown
model_680,c_6,c_9,c_7,c_9,Unknown,Unknown
model_681,c_9,c_12,c_8,c_2,Unknown,Unknown
model_682,c_11,c_4,c_10,c_7,Unknown,Unknown
model_683,c_8,c_8,c_3,c_9,Unknown,Unknown
model_684,c_4,c_1,c_9,c_8,Unknown,Unknown
model_685,c_12,c_5,c_1,s,Unknown,Unknown
model_686,c_9,m_3,s,-,Unknown,Unknown
model_687,c_6,c_4,c_4,c_9,Unknown,Unknown
model_688,c_3,c_3,c_6,m_1,Unknown,Unknown
model_689,c_2,m_2,c_1,s,Unknown,Unknown
model_690,c_11,m_1,c_6,m_2,Unknown,Unknown
model_691,m_3,s,-,-,Unknown,Unknown
model_692,c_11,c_12,c_4,c_3,Unknown,Unknown
model_693,c_5,c_1,c_11,c_6,Unknown,Unknown
model_694,c_12,c_5,c_7,c_7,Unknown,Unknown
model_695,c_3,c_8,c_11,c_9,Unknown,Unknown
model_696,c_7,c_4,c_6,m_2,Unknown,Unknown
model_697,c_3,c_6,c_1,m_1,Unknown,Unknown
model_698,m_1,m_2,c_4,c_5,Unknown,Unknown
model_699,c_10,c_2,c_2,c_7,Unknown,Unknown
model_700,c_8,c_2,m_3,c_12,Unknown,Unknown
model_701,c_3,c_4,c_6,s,Unknown,Unknown
model_702,c_8,m_1,c_6,m_3,Unknown,Unknown
model_703,c_7,c_1,c_6,c_12,Unknown,Unknown
model_704,c_2,c_4,c_3,c_11,Unknown,Unknown
model_705,c_1,m_2,c_7,s,Unknown,Unknown
model_706,c_10,c_4,c_3,m_3,Unknown,Unknown
model_707,c_6,m_2,c_8,c_12,Unknown,Unknown
model_708,c_2,m_2,c_6,c_9,Unknown,Unknown
model_709,c_11,c_10,m_3,s,Unknown,Unknown
model_710,c_6,c_7,c_6,c_3,Unknown,Unknown
model_711,c_6,c_2,c_11,c_10,Unknown,Unknown
model_712,c_4,m_1,c_6,c_5,Unknown,Unknown
model_713,c_10,c_2,m_3,c_8,Unknown,Unknown
model_714,c_3,c_12,m_3,c_1,Unknown,Unknown
model_715,c_6,c_11,c_10,c_1,Unknown,Unknown
model_716,m_3,c_4,c_9,-,Unknown,Unknown
model_717,c_8,c_1,c_4,c_1,Unknown,Unknown
model_718,c_3,c_1,c_6,m_3,Unknown,Unknown
model_719,c_9,c_5,c_7,c_3,Unknown,Unknown
model_720,c_2,c_9,c_4,c_9,Unknown,Unknown
model_721,c_1,c_11,m_2,c_8,Unknown,Unknown
model_722,c_12,m_1,m_3,c_12,Unknown,Unknown
model_723,c_11,c_3,m_2,m_1,Unknown,Unknown
model_724,c_9,c_7,c_1,c_11,Unknown,Unknown
model_725,c_10,m_2,c_2,c_6,Unknown,Unknown
model_726,c_2,m_3,c_9,c_8,Unknown,Unknown
model_727,c_4,c_8,c_11,c_9,Unknown,Unknown
model_728,m_1,m_1,c_9,m_2,Unknown,Unknown
model_729,m_1,c_4,c_1,m_3,Unknown,Unknown
model_730,c_5,c_4,c_2,c_6,Unknown,Unknown
model_731,c_2,c_2,s,-,Unknown,Unknown
model_732,c_7,c_5,c_12,c_8,Unknown,Unknown
model_733,c_1,m_3,c_4,c_2,Unknown,Unknown
model_734,m_2,c_2,c_3,s,Unknown,Unknown
model_735,c_2,c_1,c_4,s,Unknown,Unknown
model_736,c_3,c_10,c_3,m_3,Unknown,Unknown
model_737,c_1,m_1,s,-,Unknown,Unknown
model_738,c_12,c_4,m_1,c_3,Unknown,Unknown
model_739,c_9,c_2,c_5,c_1,Unknown,Unknown
model_740,c_11,c_11,c_4,c_1,Unknown,Unknown
model_741,c_4,c_9,c_4,c_2,Unknown,Unknown
model_742,m_2,c_11,c_5,m_3,Unknown,Unknown
model_743,c_3,c_11,c_4,m_3,Unknown,Unknown
model_744,c_12,c_12,s,-,Unknown,Unknown
model_745,c_8,m_1,m_1,m_3,Unknown,Unknown
model_746,c_7,c_4,m_3,m_1,Unknown,Unknown
model_747,m_1,s,-,-,Unknown,Unknown
model_748,c_10,c_6,c_9,c_10,Unknown,Unknown
model_749,c_1,c_10,c_5,c_7,Unknown,Unknown
model_750,c_9,c_9,c_11,c_3,Unknown,Unknown
model_751,c_3,c_11,c_10,m_2,Unknown,Unknown
model_752,c_10,m_1,c_7,c_12,Unknown,Unknown
model_753,c_1,c_6,m_2,c_7,Unknown,Unknown
model_754,c_6,c_6,c_9,c_3,Unknown,Unknown
model_755,c_11,c_12,c_2,c_11,Unknown,Unknown
model_756,c_1,c_5,c_6,m_1,Unknown,Unknown
model_757,c_4,c_8,m_2,c_1,Unknown,Unknown
model_758,c_8,c_5,c_9,m_3,Unknown,Unknown
model_759,c_12,m_1,m_1,c_11,Unknown,Unknown
model_760,c_4,c_8,c_8,s,Unknown,Unknown
model_761,c_3,c_6,c_8,c_4,Unknown,Unknown
model_762,c_5,c_3,c_12,s,Unknown,Unknown
model_763,c_7,m_1,c_4,m_3,Unknown,Unknown
model_764,c_11,m_1,c_10,c_9,Unknown,Unknown
model_765,c_1,c_5,m_1,c_5,Unknown,Unknown
model_766,c_6,c_2,m_2,c_5,Unknown,Unknown
model_767,c_3,c_11,c_3,c_2,Unknown,Unknown
model_768,c_9,m_1,c_3,s,Unknown,Unknown
model_769,c_8,m_3,c_11,m_3,Unknown,Unknown
model_770,c_10,s,-,-,Unknown,Unknown
model_771,c_7,c_6,c_11,m_2,Unknown,Unknown
model_772,c_3,c_4,c_4,c_3,Unknown,Unknown
model_773,c_7,c_9,c_2,c_2,Unknown,Unknown
model_774,c_8,c_9,m_3,c_10,Unknown,Unknown
model_775,c_4,m_2,c_7,s,Unknown,Unknown
model_776,c_1,c_5,c_8,c_2,Unknown,Unknown
model_777,c_4,c_8,c_6,c_9,Unknown,Unknown
model_778,c_2,c_6,m_2,c_10,Unknown,Unknown
model_779,c_7,c_4,c_2,c_2,Unknown,Unknown
model_780,c_3,c_7,m_3,c_8,Unknown,Unknown
model_781,c_11,c_8,c_12,c_10,Unknown,Unknown
model_782,c_4,c_7,m_3,c_11,Unknown,Unknown
model_783,c_6,c_1,c_12,c_3,Unknown,Unknown
model_784,c_3,c_4,m_3,c_10,Unknown,Unknown
model_785,c_12,c_6,c_6,m_2,Unknown,Unknown
model_786,c_7,c_10,m_2,s,Unknown,Unknown
model_787,c_4,m_2,m_3,m_1,Unknown,Unknown
model_788,c_10,c_9,c_8,c_3,Unknown,Unknown
model_789,c_5,m_3,c_2,m_1,Unknown,Unknown
model_790,c_2,c_2,m_2,s,Unknown,Unknown
model_791,c_6,c_3,c_2,c_1,Unknown,Unknown
model_792,c_8,c_7,c_5,c_12,Unknown,Unknown
model_793,c_5,c_9,c_8,c_6,Unknown,Unknown
model_794,c_7,m_1,c_12,c_12,Unknown,Unknown
model_795,c_8,c_6,m_1,m_3,Unknown,Unknown
model_796,c_4,c_2,c_10,c_6,Unknown,Unknown
model_797,c_6,c_9,c_6,c_6,Unknown,Unknown
model_798,c_11,c_12,m_3,c_12,Unknown,Unknown
model_799,c_12,c_6,c_11,c_5,Unknown,Unknown
model_800,c_10,c_10,c_3,c_1,Unknown,Unknown
