Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_1249,c_7,c_11,c_7,c_2,0.7233,0.8666345665
model_1250,c_6,c_5,m_1,c_5,0.7184,0.801686394
model_1251,c_2,c_12,c_8,c_3,0.7312,0.7915159954
model_1252,c_2,c_9,c_3,c_1,0.7412,0.7882719015
model_1253,c_5,c_1,c_5,m_1,0.7042,0.8696946828
model_1254,c_5,c_12,m_3,c_7,0.7443,0.765269125
model_1255,c_1,c_11,c_1,m_2,0.7358,0.8142443684
model_1256,c_7,c_6,c_11,m_3,0.7386,0.7762512085
model_1257,c_1,c_4,c_9,c_3,0.7603,0.7240947878
model_1258,c_7,c_2,c_11,c_1,0.7305,0.7902260989
model_1259,c_3,c_10,s,-,0.7198,0.8274294631
model_1260,c_4,c_7,c_1,c_11,0.7212,0.8216342823
model_1261,c_6,c_1,m_2,c_8,0.7054,0.8463643688
model_1262,c_5,c_3,m_1,c_4,0.7038,0.9170829134
model_1263,c_2,c_1,c_3,m_2,0.7007,0.8683994061
model_1264,m_1,m_2,m_2,-,0.597,1.1902820042
model_1265,c_10,c_1,m_2,c_2,0.7166,0.8358133528
model_1266,c_1,c_12,s,-,0.7041,0.8639148033
model_1267,c_4,c_1,c_4,c_9,0.7188,0.8428655131
model_1268,c_9,c_11,c_8,c_6,0.7376,0.7636852088
model_1269,m_1,s,-,-,0.6498,1.0149029403
model_1270,c_5,m_1,m_1,c_7,0.7149,0.846586007
model_1271,c_11,c_11,m_1,m_1,0.7356,0.7749041567
model_1272,c_1,c_1,m_2,c_6,0.6916,0.870489925
model_1273,c_6,c_8,c_10,c_7,0.7318,0.7952062185
model_1274,c_11,c_10,m_3,c_9,0.7496,0.7320729073
model_1275,c_9,c_9,c_1,-,0.7353,0.7957898753
model_1276,c_4,c_3,m_3,m_2,0.7321,0.7749943079
model_1277,c_3,m_1,c_4,m_1,0.6697,0.9519742697
model_1278,c_10,c_7,c_5,m_2,0.7024,0.8527638909
model_1279,c_3,m_2,c_8,m_3,0.6996,0.8491975417
model_1280,c_3,c_12,c_3,c_9,0.7518,0.7317275967
model_1281,c_6,s,-,-,0.6629,0.9866160576
model_1282,c_1,c_2,m_1,c_1,0.6903,0.8971727975
model_1283,c_1,c_1,c_6,m_2,0.7236,0.8049563418
model_1284,c_3,c_12,c_4,c_12,0.7279,0.8188598057
model_1285,c_11,c_10,c_4,c_9,0.7477,0.7586234307
model_1286,c_8,c_4,c_4,c_7,0.6919,0.8862581042
model_1287,c_1,c_10,c_7,c_2,0.7041,0.8789635688
model_1288,c_4,s,-,-,0.6775,0.9669654952
model_1289,c_8,c_10,c_1,s,0.7163,0.8683022236
model_1290,c_3,c_2,c_4,m_3,0.721,0.8197369249
model_1291,c_3,c_6,m_1,c_1,0.7181,0.9005399258
model_1292,c_4,c_2,m_3,c_3,0.7411,0.7459457603
model_1293,c_10,c_9,m_1,s,0.7029,0.88940721
model_1294,c_6,m_1,c_10,m_3,0.7325,0.9056433086
model_1295,c_10,c_6,c_6,m_2,0.7128,0.8343262244
model_1296,c_2,m_1,c_5,s,0.7179,0.8391657335
model_1297,c_9,c_12,c_9,c_4,0.7594,0.7579181772
model_1298,c_8,c_2,c_3,c_2,0.74,0.7881884308
model_1299,c_5,m_1,c_2,c_10,0.7286,0.7816602032
model_1300,c_6,m_2,m_2,c_1,0.7165,0.8524457844
model_1301,c_7,c_4,c_6,m_3,0.7132,0.8247725177
model_1302,c_1,c_9,c_8,c_3,0.724,0.8035255786
model_1303,c_10,c_11,c_10,c_11,0.7483,0.7897408808
model_1304,c_12,m_3,c_11,s,0.7708,0.6929179317
model_1305,c_9,c_2,c_8,m_2,0.6832,0.9363823818
model_1306,c_3,c_8,c_3,m_1,0.6864,0.9109474092
model_1307,c_11,c_1,s,-,0.6984,0.9207802085
model_1308,c_7,c_7,c_7,c_7,0.6934,0.9085027493
model_1309,c_7,c_10,m_3,c_1,0.7241,0.7967312881
model_1310,c_9,m_2,c_8,m_3,0.7361,0.7726675782
model_1311,c_8,s,-,-,0.6959,0.903603242
model_1312,c_6,c_3,c_11,c_10,0.728,0.8056162568
model_1313,c_5,c_3,c_5,c_6,0.7401,0.7993240007
model_1314,c_4,c_9,m_2,c_1,0.7075,0.8603079033
model_1315,c_6,c_4,s,-,0.703,0.8834931488
model_1316,c_6,c_12,c_2,c_9,0.7393,0.7964739939
model_1317,c_6,m_2,m_2,c_9,0.7461,0.757914251
model_1318,c_4,c_9,m_3,c_5,0.7305,0.7899231058
model_1319,c_9,c_7,c_9,c_11,0.7355,0.7930297745
model_1320,c_6,c_7,c_10,c_5,0.7118,0.8503393944
model_1321,c_4,c_3,c_12,c_5,0.7181,0.8421748693
model_1322,c_8,m_1,s,-,0.6935,0.9138834007
model_1323,c_9,m_3,c_5,c_2,0.7559,0.7371984763
model_1324,c_4,c_12,m_3,c_5,0.7697,0.6859214601
model_1325,c_2,m_2,c_6,c_6,0.742,0.7719963201
model_1326,c_12,c_6,c_3,c_3,0.7347,0.7804683305
model_1327,c_9,c_7,c_3,c_7,0.7454,0.7766266246
model_1328,c_10,c_7,m_3,c_10,0.7327,0.7752654237
model_1558,c_4,c_5,c_6,c_5,0.7202,0.839460664
model_1559,c_7,m_2,c_6,c_4,0.7163,0.8201699578
model_1560,c_6,c_8,c_1,c_7,0.7109,0.841605378
model_1561,c_3,c_3,c_1,c_1,0.6979,0.889772583
model_1562,c_2,c_8,m_3,c_4,0.7349,0.7659013645
model_1563,c_12,c_3,c_6,c_6,0.7553,0.7685099776
model_1564,c_12,c_11,m_3,c_4,0.7594,0.7079290044
model_1565,c_2,c_8,c_12,c_5,0.7401,0.7950368798
model_2000,c_3,c_10,c_11,c_10,0.7062,0.8614895272
model_2001,c_1,m_3,s,-,0.6825,0.9128889497
model_2002,c_7,m_3,c_4,c_3,0.7103,0.8731188665
model_2003,c_4,c_1,c_1,-,0.6881,0.9360820225
model_2004,c_11,m_2,c_7,c_9,0.7633,0.7050441341
model_2005,c_5,c_2,c_8,s,0.6918,0.9082117249
model_2006,c_2,c_1,c_6,c_1,0.7049,0.8672762578
model_2007,c_12,c_12,c_2,m_3,0.7458,0.7380938772
model_2008,c_12,c_1,m_3,c_7,0.7366,0.7619216082
model_2009,c_9,m_3,s,-,0.7393,0.7728938095
