Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_3113,c_4,m_2,m_2,c_11,0.8809,0.42615765
model_3125,m_3,c_3,c_9,m_2,0.8562,0.4620102
model_3139,m_3,c_4,c_3,c_2,0.8597,0.45236495
model_3150,m_1,m_3,c_9,c_6,0.5484,1.45395
model_3168,m_3,c_2,s,-,0.8317,0.5578702
model_3174,m_3,c_2,c_12,m_1,0.8634,0.441945
model_3180,m_1,m_2,m_3,c_1,0.2156,2.1872334
model_3187,m_3,c_9,s,-,0.8287,0.5660216
model_3192,m_1,c_1,m_1,c_7,0.8978,0.3777578
model_3210,m_1,m_1,c_12,c_8,0.7997,0.66867787
model_3214,m_1,m_1,c_2,c_5,0.803,0.6682039
model_3224,m_3,m_2,c_9,c_7,0.5283,1.4854606
model_3227,m_2,c_11,m_3,m_1,0.8965,0.4159813
model_3229,m_2,m_3,m_1,c_7,0.3424,2.07155
model_3266,m_3,c_3,c_3,c_3,0.86,0.46303463
model_3276,m_2,c_8,m_1,m_1,0.8968,0.37825748
model_3284,m_3,c_12,c_12,m_2,0.8575,0.46220195
model_3301,m_2,m_1,m_3,c_12,0.2388,2.1105196
model_3307,m_3,m_3,c_4,c_5,0.4169,1.7766583
model_3313,m_3,m_1,c_12,c_11,0.6074,1.2208537
model_3347,m_3,c_12,c_9,c_4,0.8564,0.45822152
model_3372,m_3,c_12,c_8,c_7,0.8551,0.4677982
model_3409,m_1,c_10,m_3,c_8,0.8901,0.45933267
model_3414,m_3,c_11,m_3,m_3,0.7779,0.8042572
model_3415,c_4,m_1,m_2,c_11,0.8988,0.3743238
model_3434,m_3,m_2,c_9,c_4,0.5212,1.491784
model_3443,m_3,c_8,m_1,c_2,0.7878,0.7409298
model_3475,m_3,c_7,c_4,c_7,0.8537,0.46874332
model_3488,m_1,m_3,m_3,c_2,0.1135,2.3010452
model_3491,m_3,m_2,m_1,c_7,0.341,2.0698051
model_3493,m_3,c_4,c_7,c_4,0.8553,0.4630704
model_3502,m_3,c_1,c_10,m_1,0.8575,0.4528228
model_3511,m_3,c_10,c_7,c_1,0.8575,0.45631596
model_3515,m_3,m_3,c_11,c_7,0.4166,1.7712182
model_3517,m_3,c_3,c_2,c_9,0.8557,0.4692237
model_3522,m_2,c_7,m_3,c_5,0.8581,0.5438791
model_3535,m_3,c_12,c_9,c_8,0.8573,0.46062744
model_3536,m_3,m_1,c_9,c_4,0.6059,1.2155353
model_3557,m_3,c_10,c_6,m_1,0.8567,0.4573737
model_3579,m_3,c_6,c_6,c_12,0.86,0.45132846
model_3590,m_1,m_3,c_9,c_9,0.5448,1.4739338
model_3592,m_3,c_3,c_7,c_6,0.8546,0.4677473
model_3600,m_1,m_1,c_4,c_6,0.8026,0.6719257
model_3610,m_3,c_3,c_9,c_7,0.8596,0.4544086
model_3611,m_3,c_4,m_1,c_2,0.7841,0.7512419
model_3632,m_1,c_4,m_3,s,0.8912,0.46331617
model_3633,m_3,c_7,m_3,c_3,0.7589,0.8906012
model_3635,m_3,c_2,m_3,c_4,0.7858,0.7953913
model_3637,m_2,c_10,m_2,m_3,0.889,0.41417852
model_3638,m_2,c_9,m_1,c_12,0.899,0.35928816
model_3643,m_3,c_1,m_3,c_12,0.7534,0.89140135
model_3650,m_3,c_4,c_4,c_2,0.8538,0.47305825
model_3658,m_2,m_2,c_9,c_9,0.7041,0.91182417
model_3664,m_3,m_2,s,-,0.5096,1.6342003
model_3667,m_3,c_7,s,-,0.8334,0.5673546
model_3679,m_3,c_5,m_1,m_2,0.7856,0.73948073
model_3681,m_3,m_2,c_12,c_11,0.5197,1.5172385
model_3703,c_7,m_2,m_3,c_6,0.8473,0.56080633
model_3708,m_2,m_1,c_3,c_11,0.7623,0.78134537
model_3711,m_2,m_3,c_3,m_1,0.5312,1.4556582
model_3721,m_3,c_1,c_11,m_2,0.8541,0.45517537
model_3730,m_3,c_1,c_3,c_5,0.8649,0.44074383
model_3740,c_10,m_2,m_1,c_6,0.8989,0.3717044
model_3745,m_1,m_1,c_8,c_12,0.8048,0.6606814
model_3773,c_4,m_3,m_1,c_4,0.8279,0.5983894
model_3781,m_3,c_8,m_2,c_4,0.7943,0.703676
model_3785,m_3,m_3,c_2,m_2,0.4178,1.7750499
model_3799,m_3,c_2,c_9,c_8,0.8612,0.44602552
model_3814,m_3,c_2,c_9,c_4,0.8599,0.4523739
model_3820,m_3,c_8,c_5,c_1,0.8581,0.46156788
model_3821,m_3,m_2,c_10,c_9,0.5212,1.4802178
