Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_192,c_6,c_6,m_1,m_1,Unknown,Unknown
model_193,c_10,m_1,c_1,c_12,Unknown,Unknown
model_194,c_3,c_8,c_7,c_8,Unknown,Unknown
model_195,c_8,c_11,c_7,m_3,Unknown,Unknown
model_196,c_11,m_1,m_1,s,Unknown,Unknown
model_197,m_1,c_10,c_9,c_3,Unknown,Unknown
model_198,c_10,c_5,m_2,s,Unknown,Unknown
model_199,c_9,m_1,m_3,m_3,Unknown,Unknown
model_200,c_10,c_9,c_12,m_1,Unknown,Unknown
model_201,c_12,c_12,c_6,s,Unknown,Unknown
model_202,c_6,c_2,c_6,c_5,Unknown,Unknown
model_203,c_8,c_2,c_9,c_5,Unknown,Unknown
model_204,c_5,c_1,c_9,c_10,Unknown,Unknown
model_205,c_11,c_7,s,-,Unknown,Unknown
model_206,c_12,c_3,c_5,c_8,Unknown,Unknown
model_207,c_1,m_3,m_2,c_5,Unknown,Unknown
model_208,c_3,c_6,c_6,c_11,Unknown,Unknown
model_209,m_3,c_10,c_5,s,Unknown,Unknown
model_210,c_6,c_4,c_7,m_2,Unknown,Unknown
model_211,c_10,c_9,c_10,c_6,Unknown,Unknown
model_212,c_4,c_5,c_9,c_9,Unknown,Unknown
model_213,c_9,c_7,c_10,c_5,Unknown,Unknown
model_214,c_2,m_3,c_7,c_8,Unknown,Unknown
model_215,c_4,c_5,c_2,c_11,Unknown,Unknown
model_216,c_3,c_8,c_6,c_10,Unknown,Unknown
model_217,c_9,c_2,s,-,Unknown,Unknown
model_218,c_5,c_10,c_1,c_10,Unknown,Unknown
model_219,c_7,c_4,c_9,c_6,Unknown,Unknown
model_220,c_1,c_9,c_4,c_11,Unknown,Unknown
model_221,c_5,c_12,c_5,c_1,Unknown,Unknown
model_222,c_1,m_3,c_2,m_3,Unknown,Unknown
model_223,c_11,c_7,m_2,c_10,Unknown,Unknown
model_224,c_11,c_1,s,-,Unknown,Unknown
model_225,c_4,c_2,c_5,c_10,Unknown,Unknown
model_226,c_12,c_9,c_7,c_8,Unknown,Unknown
model_227,c_11,c_1,c_4,c_1,Unknown,Unknown
model_228,c_5,m_2,c_5,m_3,Unknown,Unknown
model_229,c_3,c_8,c_6,c_6,Unknown,Unknown
model_230,c_12,m_2,c_10,s,Unknown,Unknown
model_231,c_3,m_1,c_5,c_6,Unknown,Unknown
model_232,c_2,c_1,c_12,c_6,Unknown,Unknown
model_233,c_9,m_1,c_6,c_11,Unknown,Unknown
model_234,c_11,c_5,c_9,c_12,Unknown,Unknown
model_235,c_7,c_8,c_9,c_11,Unknown,Unknown
model_236,c_4,m_3,c_6,m_1,Unknown,Unknown
model_237,c_6,m_3,c_10,c_1,Unknown,Unknown
model_238,c_4,c_10,c_12,c_10,Unknown,Unknown
model_239,c_10,c_2,c_2,c_4,Unknown,Unknown
model_240,c_11,m_2,m_1,c_5,Unknown,Unknown
model_241,c_1,c_2,c_3,c_12,Unknown,Unknown
model_242,c_12,c_6,m_2,m_3,Unknown,Unknown
model_243,c_5,c_9,c_10,c_11,Unknown,Unknown
model_244,c_5,c_8,c_5,c_11,Unknown,Unknown
model_245,c_9,c_1,c_3,c_1,Unknown,Unknown
model_246,c_2,c_3,m_2,c_8,Unknown,Unknown
model_247,c_5,c_5,c_2,c_6,Unknown,Unknown
model_248,c_5,c_7,s,-,Unknown,Unknown
model_249,c_10,c_4,s,-,Unknown,Unknown
model_250,c_2,s,-,-,Unknown,Unknown
model_251,c_1,c_12,c_10,s,Unknown,Unknown
model_252,c_3,c_2,c_9,c_9,Unknown,Unknown
model_253,c_6,c_12,c_10,c_1,Unknown,Unknown
model_254,c_4,c_4,c_6,c_9,Unknown,Unknown
model_255,c_3,c_10,m_3,c_5,Unknown,Unknown
model_256,c_6,c_6,c_2,c_3,Unknown,Unknown
model_257,c_2,c_11,c_8,s,Unknown,Unknown
model_258,c_1,c_2,c_6,m_2,Unknown,Unknown
model_259,c_3,m_1,m_3,c_6,Unknown,Unknown
model_260,c_10,c_1,c_9,c_4,Unknown,Unknown
model_261,c_5,c_4,c_2,c_7,Unknown,Unknown
model_262,c_8,c_11,c_6,c_11,Unknown,Unknown
model_263,c_7,c_10,c_3,m_2,Unknown,Unknown
model_264,c_7,c_9,c_2,c_7,Unknown,Unknown
model_265,m_3,c_4,c_10,c_10,Unknown,Unknown
model_266,c_4,c_5,c_5,c_1,Unknown,Unknown
model_267,c_4,c_4,c_5,c_2,Unknown,Unknown
model_268,c_3,c_4,s,-,Unknown,Unknown
model_269,c_8,m_1,c_2,c_2,Unknown,Unknown
model_270,c_6,m_3,c_9,c_11,Unknown,Unknown
model_271,c_10,c_10,c_3,m_2,Unknown,Unknown
model_272,c_12,c_11,m_1,c_1,Unknown,Unknown
model_273,c_9,m_3,c_3,c_7,Unknown,Unknown
model_274,c_8,m_3,c_2,c_5,Unknown,Unknown
model_275,c_1,s,-,-,Unknown,Unknown
model_276,c_10,c_10,c_11,c_2,Unknown,Unknown
model_277,c_3,c_6,c_8,c_9,Unknown,Unknown
model_278,c_7,c_9,c_7,c_1,Unknown,Unknown
model_279,c_2,c_2,c_7,c_5,Unknown,Unknown
model_280,c_5,m_2,c_1,c_4,Unknown,Unknown
model_281,c_1,c_6,c_8,m_1,Unknown,Unknown
model_282,c_12,c_10,m_1,c_4,Unknown,Unknown
model_283,c_2,m_1,s,-,Unknown,Unknown
model_284,c_2,c_8,c_8,s,Unknown,Unknown
model_285,c_4,c_5,c_1,m_2,Unknown,Unknown
model_286,c_1,c_5,m_1,m_1,Unknown,Unknown
model_287,c_1,c_3,m_1,s,Unknown,Unknown
model_288,c_9,c_10,s,-,Unknown,Unknown
model_289,c_7,c_9,c_4,c_10,Unknown,Unknown
model_290,c_12,c_3,c_5,c_7,Unknown,Unknown
model_291,c_7,m_2,m_1,s,Unknown,Unknown
model_292,c_11,c_10,m_3,c_6,Unknown,Unknown
model_293,c_8,c_11,s,-,Unknown,Unknown
model_294,c_2,c_4,c_6,s,Unknown,Unknown
model_295,c_9,c_8,c_11,c_12,Unknown,Unknown
model_296,c_9,c_3,c_1,c_7,Unknown,Unknown
model_297,c_1,c_12,c_1,c_5,Unknown,Unknown
model_298,c_3,c_5,c_2,c_4,Unknown,Unknown
model_299,c_8,c_11,m_2,c_1,Unknown,Unknown
model_300,c_10,c_5,c_10,c_1,Unknown,Unknown
model_301,c_10,m_3,c_11,m_3,Unknown,Unknown
model_302,c_2,m_2,c_10,s,Unknown,Unknown
model_303,c_7,c_12,m_1,s,Unknown,Unknown
model_304,c_5,c_1,c_12,c_5,Unknown,Unknown
model_305,c_7,c_9,m_3,c_4,Unknown,Unknown
model_306,c_11,c_6,c_8,c_10,Unknown,Unknown
model_307,c_3,c_7,c_8,c_4,Unknown,Unknown
model_308,c_12,c_3,m_2,c_10,Unknown,Unknown
model_309,c_12,c_6,c_4,c_9,Unknown,Unknown
model_310,c_8,m_3,c_11,c_6,Unknown,Unknown
model_311,c_2,c_8,s,-,Unknown,Unknown
model_312,c_12,c_6,c_2,c_5,Unknown,Unknown
model_313,c_5,c_6,c_11,c_7,Unknown,Unknown
model_314,c_10,c_10,c_6,m_3,Unknown,Unknown
model_315,c_4,c_12,c_11,m_2,Unknown,Unknown
model_316,c_1,c_3,m_1,c_6,Unknown,Unknown
model_317,c_4,m_2,c_11,c_2,Unknown,Unknown
model_318,c_8,c_11,m_3,c_4,Unknown,Unknown
model_319,c_7,c_9,m_2,m_1,Unknown,Unknown
model_320,c_8,c_7,c_8,c_6,Unknown,Unknown
model_321,c_11,c_7,m_3,s,Unknown,Unknown
model_322,c_8,c_4,m_1,c_4,Unknown,Unknown
model_323,c_9,m_2,m_1,c_11,Unknown,Unknown
model_324,c_2,c_12,c_11,c_11,Unknown,Unknown
model_325,c_8,m_1,m_2,c_6,Unknown,Unknown
model_326,c_9,c_10,c_4,c_7,Unknown,Unknown
model_327,c_11,c_12,m_1,c_7,Unknown,Unknown
model_328,c_8,c_1,c_7,c_11,Unknown,Unknown
model_329,c_3,m_3,s,-,Unknown,Unknown
model_330,c_5,c_3,c_2,m_1,Unknown,Unknown
model_331,c_9,c_9,c_6,s,Unknown,Unknown
model_332,c_1,m_2,c_8,m_1,Unknown,Unknown
model_333,c_4,c_9,c_1,c_5,Unknown,Unknown
model_334,c_3,c_6,c_1,m_2,Unknown,Unknown
model_335,c_6,c_6,c_4,m_3,Unknown,Unknown
model_336,c_11,c_5,c_6,c_8,Unknown,Unknown
model_337,c_9,c_7,s,-,Unknown,Unknown
model_338,c_1,c_10,c_9,c_11,Unknown,Unknown
model_339,c_7,c_3,m_2,c_7,Unknown,Unknown
model_340,c_12,c_9,c_4,c_11,Unknown,Unknown
model_341,c_2,c_11,c_7,c_10,Unknown,Unknown
model_342,c_10,c_5,c_7,m_3,Unknown,Unknown
model_343,c_2,c_11,c_1,c_12,Unknown,Unknown
model_344,c_3,c_3,c_10,c_8,Unknown,Unknown
model_345,c_11,m_3,m_3,c_9,Unknown,Unknown
model_346,c_11,m_3,c_9,c_11,Unknown,Unknown
model_347,c_12,c_2,c_8,c_2,Unknown,Unknown
model_348,c_12,c_11,c_1,c_6,Unknown,Unknown
model_349,c_2,c_9,s,-,Unknown,Unknown
model_350,c_11,c_8,c_2,c_7,Unknown,Unknown
model_351,c_8,c_6,c_11,c_9,Unknown,Unknown
model_352,c_2,c_6,c_5,s,Unknown,Unknown
model_353,m_1,c_11,c_5,c_1,Unknown,Unknown
model_354,c_11,s,-,-,Unknown,Unknown
model_355,c_9,c_6,c_11,c_10,Unknown,Unknown
model_356,c_1,c_5,c_2,c_10,Unknown,Unknown
model_357,c_8,c_3,c_3,c_2,Unknown,Unknown
model_358,c_3,m_3,c_8,s,Unknown,Unknown
model_359,c_1,c_12,m_1,c_7,Unknown,Unknown
model_360,c_5,c_2,c_1,m_1,Unknown,Unknown
model_361,c_12,c_6,c_2,c_6,Unknown,Unknown
model_362,c_10,c_12,c_11,c_7,Unknown,Unknown
model_363,c_11,c_10,m_3,c_10,Unknown,Unknown
model_364,c_9,c_11,c_2,c_7,Unknown,Unknown
model_365,c_4,c_10,c_3,c_3,Unknown,Unknown
model_366,c_7,c_9,c_12,s,Unknown,Unknown
model_367,c_1,m_3,c_6,c_2,Unknown,Unknown
model_368,c_5,c_11,c_7,c_6,Unknown,Unknown
model_369,c_8,c_7,s,-,Unknown,Unknown
model_370,c_5,c_5,c_10,c_4,Unknown,Unknown
model_371,c_7,c_9,c_11,c_11,Unknown,Unknown
model_372,c_4,c_11,c_1,c_8,Unknown,Unknown
model_373,c_7,c_2,c_11,m_1,Unknown,Unknown
model_374,c_3,c_4,c_3,c_4,Unknown,Unknown
model_375,c_10,c_3,c_4,c_9,Unknown,Unknown
model_376,c_8,c_7,c_7,c_9,Unknown,Unknown
model_377,c_4,s,-,-,Unknown,Unknown
model_378,c_5,m_2,s,-,Unknown,Unknown
model_379,c_12,c_7,c_3,c_11,Unknown,Unknown
model_380,c_12,c_10,c_3,c_3,Unknown,Unknown
model_381,c_3,c_4,c_11,c_4,Unknown,Unknown
model_382,c_9,c_5,m_3,c_3,Unknown,Unknown
model_383,c_5,m_1,c_2,m_2,Unknown,Unknown
model_384,c_11,c_12,s,-,Unknown,Unknown
model_385,c_3,c_8,c_2,c_7,Unknown,Unknown
model_386,c_1,c_5,m_3,c_1,Unknown,Unknown
model_387,c_10,c_12,s,-,Unknown,Unknown
model_388,c_2,m_3,c_3,c_5,Unknown,Unknown
model_389,c_10,c_1,c_5,c_12,Unknown,Unknown
model_390,c_10,c_9,s,-,Unknown,Unknown
model_391,c_7,c_12,s,-,Unknown,Unknown
model_392,c_5,m_1,c_7,c_12,Unknown,Unknown
model_393,c_12,c_2,m_2,s,Unknown,Unknown
model_394,c_5,c_2,c_4,c_12,Unknown,Unknown
model_395,c_12,c_4,c_6,c_11,Unknown,Unknown
model_396,c_7,c_3,c_6,c_11,Unknown,Unknown
model_397,c_4,c_7,c_8,c_11,Unknown,Unknown
model_398,c_4,m_1,c_7,c_5,Unknown,Unknown
model_399,c_12,c_2,c_5,c_7,Unknown,Unknown
model_400,c_5,c_9,c_5,c_10,Unknown,Unknown
model_401,c_11,m_2,m_1,c_1,Unknown,Unknown
model_402,c_2,c_6,s,-,Unknown,Unknown
model_403,c_11,c_10,c_4,m_1,Unknown,Unknown
model_404,c_11,m_2,c_12,c_1,Unknown,Unknown
model_405,c_2,c_1,c_1,c_3,Unknown,Unknown
model_406,c_7,m_1,c_9,c_10,Unknown,Unknown
model_407,c_10,c_12,c_2,c_9,Unknown,Unknown
model_408,c_7,c_7,c_12,c_7,Unknown,Unknown
model_409,c_6,c_12,m_3,c_1,Unknown,Unknown
model_410,c_11,c_6,c_4,c_3,Unknown,Unknown
model_411,c_2,c_9,c_1,c_1,Unknown,Unknown
model_412,c_9,m_1,m_1,m_2,Unknown,Unknown
model_413,c_11,m_2,c_11,c_12,Unknown,Unknown
model_414,c_2,m_2,s,-,Unknown,Unknown
model_415,c_8,c_5,c_8,c_9,Unknown,Unknown
model_416,c_2,c_12,c_2,c_8,Unknown,Unknown
model_417,c_11,c_6,m_2,c_5,Unknown,Unknown
model_418,m_2,c_8,c_7,c_1,Unknown,Unknown
model_419,c_11,c_6,c_3,c_3,Unknown,Unknown
model_420,c_2,c_10,m_1,m_1,Unknown,Unknown
model_421,c_10,c_1,c_4,c_11,Unknown,Unknown
model_422,c_3,c_7,c_2,c_11,Unknown,Unknown
model_423,c_1,c_6,c_4,c_11,Unknown,Unknown
model_424,c_5,c_9,m_1,m_3,Unknown,Unknown
model_425,c_1,c_8,c_9,c_5,Unknown,Unknown
model_426,c_12,c_9,c_12,c_11,Unknown,Unknown
model_427,c_12,c_7,c_1,c_1,Unknown,Unknown
model_428,c_7,c_8,c_11,m_2,Unknown,Unknown
model_429,c_2,c_9,c_10,c_6,Unknown,Unknown
model_430,c_4,c_1,m_2,c_4,Unknown,Unknown
model_431,s,-,-,-,Unknown,Unknown
model_432,c_4,c_8,c_4,c_1,Unknown,Unknown
model_433,c_4,c_9,c_4,c_12,Unknown,Unknown
model_434,c_7,c_6,c_3,c_10,Unknown,Unknown
model_435,c_10,c_1,c_1,c_9,Unknown,Unknown
model_436,c_4,c_5,c_3,c_11,Unknown,Unknown
model_437,m_3,m_2,C_8,c_8,Unknown,Unknown
model_438,m_2,c_9,c_12,m_3,Unknown,Unknown
model_439,c_2,c_1,c_5,m_3,Unknown,Unknown
model_440,c_5,m_1,c_4,s,Unknown,Unknown
model_441,c_9,c_4,c_1,m_1,Unknown,Unknown
model_442,c_12,c_7,c_8,c_1,Unknown,Unknown
model_443,c_10,c_5,c_12,c_1,Unknown,Unknown
model_444,c_6,c_4,s,-,Unknown,Unknown
model_445,c_2,c_4,c_5,m_2,Unknown,Unknown
model_446,c_4,c_7,m_3,c_5,Unknown,Unknown
model_447,c_11,c_2,c_8,c_10,Unknown,Unknown
model_448,c_8,m_1,c_9,c_2,Unknown,Unknown
model_449,c_5,c_7,c_10,s,Unknown,Unknown
model_450,c_6,c_10,c_1,c_7,Unknown,Unknown
model_451,c_4,m_2,c_8,m_3,Unknown,Unknown
model_452,c_12,c_6,s,-,Unknown,Unknown
model_453,c_9,c_1,c_10,m_2,Unknown,Unknown
model_454,c_4,c_5,c_12,c_1,Unknown,Unknown
model_455,c_4,c_10,c_10,m_1,Unknown,Unknown
model_456,c_1,c_3,s,-,Unknown,Unknown
model_457,c_11,c_1,c_5,c_12,Unknown,Unknown
model_458,c_5,c_3,c_11,c_3,Unknown,Unknown
model_459,c_7,c_10,c_1,c_2,Unknown,Unknown
model_460,m_3,c_2,c_3,c_6,Unknown,Unknown
model_461,c_1,c_1,m_1,m_3,Unknown,Unknown
model_462,c_4,c_5,c_12,s,Unknown,Unknown
model_463,c_7,c_11,c_5,c_2,Unknown,Unknown
model_464,c_10,c_1,c_11,c_6,Unknown,Unknown
model_465,c_9,m_2,c_8,m_1,Unknown,Unknown
model_466,c_3,m_2,c_2,c_11,Unknown,Unknown
model_467,c_11,c_9,m_2,c_7,Unknown,Unknown
model_468,c_9,m_2,c_12,c_8,Unknown,Unknown
model_469,c_3,c_11,c_10,c_3,Unknown,Unknown
model_470,c_10,c_1,c_2,c_8,Unknown,Unknown
model_471,c_2,m_3,c_4,c_10,Unknown,Unknown
model_472,c_9,c_12,c_9,c_6,Unknown,Unknown
model_473,c_8,c_10,c_2,c_11,Unknown,Unknown
model_474,c_7,c_5,c_4,c_10,Unknown,Unknown
model_475,c_2,c_8,c_11,m_2,Unknown,Unknown
model_476,c_3,c_10,c_12,c_5,Unknown,Unknown
model_477,c_1,c_11,c_8,c_8,Unknown,Unknown
model_478,c_8,c_10,s,-,Unknown,Unknown
model_479,c_6,c_12,c_9,c_1,Unknown,Unknown
model_480,m_2,c_7,c_9,c_7,Unknown,Unknown
model_481,c_11,c_6,c_12,c_2,Unknown,Unknown
model_482,c_3,c_4,c_1,c_9,Unknown,Unknown
model_483,c_5,c_3,c_2,m_3,Unknown,Unknown
model_484,c_5,c_4,m_2,m_2,Unknown,Unknown
model_485,c_10,m_2,c_12,c_6,Unknown,Unknown
model_486,c_4,c_5,c_9,s,Unknown,Unknown
model_487,c_7,c_9,c_8,c_2,Unknown,Unknown
model_488,c_5,c_6,c_5,c_10,Unknown,Unknown
model_489,c_7,c_9,c_11,c_6,Unknown,Unknown
model_490,c_7,c_10,c_5,c_5,Unknown,Unknown
model_491,c_10,m_2,c_11,c_3,Unknown,Unknown
model_492,c_8,c_1,c_10,c_2,Unknown,Unknown
model_493,c_7,c_7,c_4,c_1,Unknown,Unknown
model_494,c_1,c_1,c_10,c_9,Unknown,Unknown
model_495,c_1,c_6,c_4,c_3,Unknown,Unknown
model_496,c_3,c_8,c_5,s,Unknown,Unknown
